obj,rel,sbj,GT_1,GT_2,GT_3,GT_4,GT_5,GT_6,GT_7,GT_8,GT_9,GT_10,GT_11,GT_12,GT_13,GT_14,GT_15,GT_16,GT_17,GT_18,GT_19,GT_20,GT_21,GT_22,GT_23,GT_24,GT_25,GT_26,GT_27,GT_28,GT_29,GT_30,GT_31,GT_32,GT_33,GT_34,GT_35,GT_36,GT_37,GT_38,GT_39,GT_40,GT_41,GT_42,GT_43,GT_44,GT_45,GT_46,GT_47,GT_48,GT_49,GT_50,GT_51,GT_52,GT_53,GT_54,GT_55,GT_56,GT_57,GT_58,GT_59,GT_60,GT_61,GT_62,GT_63,GT_64,GT_65,GT_66,GT_67,GT_68,GT_69,GT_70,GT_71,GT_72,GT_73,GT_74,GT_75,GT_76,GT_77,GT_78,GT_79,GT_80,GT_81,GT_82,GT_83,GT_84,GT_85,GT_86,GT_87,GT_88,GT_89,GT_90,GT_91,GT_92,GT_93,GT_94,GT_95,GT_96,GT_97,GT_98,GT_99,GT_100,GT_101,GT_102,GT_103,GT_104,GT_105,GT_106,GT_107,GT_108,GT_109,GT_110,GT_111,GT_112,GT_113,GT_114,GT_115,GT_116,GT_117,GT_118,GT_119,GT_120,GT_121,GT_122,GT_123,GT_124,GT_125,GT_126,GT_127,GT_128,GT_129,GT_130,GT_131,GT_132,GT_133,GT_134,GT_135,GT_136,GT_137,GT_138,GT_139,GT_140,GT_141,GT_142,GT_143,GT_144,GT_145,GT_146,GT_147,GT_148,GT_149,GT_150,GT_151,GT_152,GT_153,GT_154,GT_155,GT_156,GT_157,GT_158,GT_159,GT_160,GT_161,GT_162,GT_163,GT_164,GT_165,GT_166,GT_167,GT_168,GT_169,GT_170,GT_171,GT_172,GT_173,GT_174,GT_175,GT_176,GT_177,GT_178,GT_179,GT_180,GT_181,GT_182,GT_183,GT_184,GT_185,GT_186,GT_187,GT_188,GT_189,GT_190,GT_191,GT_192,GT_193,GT_194,GT_195,GT_196,GT_197,GT_198,GT_199,GT_200,GT_201,GT_202,GT_203,GT_204,GT_205,GT_206,GT_207,GT_208,GT_209,GT_210,GT_211,GT_212,GT_213,GT_214,GT_215,GT_216,GT_217,GT_218,GT_219,GT_220,GT_221,GT_222,GT_223,GT_224,GT_225,GT_226,GT_227,GT_228,GT_229,GT_230,GT_231,GT_232,GT_233,GT_234,GT_235,GT_236,GT_237,GT_238,GT_239,GT_240,GT_241,GT_242,GT_243,GT_244,GT_245,GT_246,GT_247,GT_248,GT_249,GT_250,GT_251,GT_252,GT_253,GT_254,GT_255,GT_256,GT_257,GT_258,GT_259,GT_260,GT_261,GT_262,GT_263,GT_264,GT_265,GT_266,GT_267,GT_268,GT_269,GT_270,GT_271,GT_272,GT_273,GT_274,GT_275,GT_276,GT_277,GT_278,GT_279,GT_280,GT_281,GT_282,GT_283,GT_284,GT_285,GT_286,GT_287,GT_288,GT_289,GT_290,GT_291,GT_292,GT_293,GT_294
464,0,693,475.0,0.0,693.0,478.0,0.0,693.0,446.0,0.0,693.0,464.0,3.0,475.0,464.0,3.0,478.0,464.0,3.0,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0,692,467.0,0.0,692.0,470.0,0.0,692.0,248.0,0.0,692.0,447.0,0.0,692.0,453.0,0.0,692.0,461.0,0.0,692.0,465.0,0.0,690.0,603.0,0.0,830.0,618.0,0.0,830.0,40.0,0.0,663.0,41.0,0.0,663.0,426.0,0.0,663.0,431.0,0.0,663.0,133.0,0.0,672.0,133.0,0.0,674.0,151.0,0.0,680.0,169.0,0.0,680.0,447.0,0.0,680.0,448.0,0.0,680.0,453.0,0.0,680.0,467.0,0.0,690.0,470.0,0.0,690.0,278.0,0.0,690.0,293.0,0.0,690.0,308.0,0.0,690.0,447.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,690.0,461.0,0.0,690.0,692.0,2.0,830.0,692.0,2.0,663.0,692.0,2.0,672.0,692.0,2.0,674.0,692.0,2.0,680.0,692.0,2.0,690.0,465.0,3.0,467.0,465.0,3.0,470.0,465.0,3.0,603.0,465.0,3.0,618.0,465.0,3.0,40.0,465.0,3.0,41.0,465.0,3.0,133.0,465.0,3.0,151.0,465.0,3.0,169.0,465.0,3.0,248.0,465.0,3.0,278.0,465.0,3.0,293.0,465.0,3.0,308.0,465.0,3.0,426.0,465.0,3.0,431.0,465.0,3.0,447.0,465.0,3.0,448.0,465.0,3.0,453.0,465.0,3.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0,690,467.0,0.0,690.0,470.0,0.0,690.0,278.0,0.0,690.0,293.0,0.0,690.0,308.0,0.0,690.0,447.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,690.0,461.0,0.0,690.0,465.0,0.0,692.0,467.0,0.0,692.0,470.0,0.0,692.0,248.0,0.0,692.0,447.0,0.0,692.0,453.0,0.0,692.0,461.0,0.0,692.0,447.0,0.0,694.0,655.0,0.0,696.0,454.0,0.0,705.0,347.0,0.0,797.0,603.0,0.0,830.0,618.0,0.0,830.0,618.0,0.0,831.0,40.0,0.0,663.0,41.0,0.0,663.0,426.0,0.0,663.0,431.0,0.0,663.0,133.0,0.0,672.0,108.0,0.0,673.0,133.0,0.0,673.0,133.0,0.0,674.0,488.0,0.0,679.0,151.0,0.0,680.0,169.0,0.0,680.0,447.0,0.0,680.0,448.0,0.0,680.0,453.0,0.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,705.0,690.0,2.0,797.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,663.0,690.0,2.0,672.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,679.0,690.0,2.0,680.0,465.0,3.0,467.0,465.0,3.0,470.0,465.0,3.0,488.0,465.0,3.0,603.0,465.0,3.0,618.0,465.0,3.0,655.0,465.0,3.0,40.0,465.0,3.0,41.0,465.0,3.0,108.0,465.0,3.0,133.0,465.0,3.0,151.0,465.0,3.0,169.0,465.0,3.0,248.0,465.0,3.0,278.0,465.0,3.0,293.0,465.0,3.0,308.0,465.0,3.0,347.0,465.0,3.0,426.0,465.0,3.0,431.0,465.0,3.0,447.0,465.0,3.0,448.0,465.0,3.0,453.0,465.0,3.0,454.0,465.0,3.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0,687,467.0,0.0,687.0,470.0,0.0,687.0,447.0,0.0,687.0,448.0,0.0,687.0,453.0,0.0,687.0,461.0,0.0,687.0,465.0,3.0,467.0,465.0,3.0,470.0,465.0,3.0,447.0,465.0,3.0,448.0,465.0,3.0,453.0,465.0,3.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0,757,467.0,0.0,757.0,470.0,0.0,757.0,447.0,0.0,757.0,448.0,0.0,757.0,453.0,0.0,757.0,461.0,0.0,757.0,465.0,3.0,467.0,465.0,3.0,470.0,465.0,3.0,447.0,465.0,3.0,448.0,465.0,3.0,453.0,465.0,3.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0,693,467.0,0.0,693.0,470.0,0.0,693.0,248.0,0.0,693.0,310.0,0.0,693.0,447.0,0.0,693.0,448.0,0.0,693.0,453.0,0.0,693.0,461.0,0.0,693.0,465.0,3.0,467.0,465.0,3.0,470.0,465.0,3.0,248.0,465.0,3.0,310.0,465.0,3.0,447.0,465.0,3.0,448.0,465.0,3.0,453.0,465.0,3.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,0,692,461.0,0.0,692.0,462.0,0.0,692.0,465.0,0.0,692.0,466.0,0.0,692.0,467.0,0.0,692.0,248.0,0.0,692.0,447.0,0.0,692.0,453.0,0.0,680.0,453.0,0.0,690.0,618.0,0.0,830.0,235.0,0.0,662.0,236.0,0.0,662.0,18.0,0.0,663.0,41.0,0.0,663.0,414.0,0.0,663.0,426.0,0.0,663.0,431.0,0.0,663.0,414.0,0.0,665.0,125.0,0.0,674.0,151.0,0.0,680.0,447.0,0.0,680.0,448.0,0.0,680.0,461.0,0.0,690.0,462.0,0.0,690.0,465.0,0.0,690.0,466.0,0.0,690.0,467.0,0.0,690.0,278.0,0.0,690.0,288.0,0.0,690.0,447.0,0.0,690.0,448.0,0.0,690.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,674.0,692.0,2.0,680.0,692.0,2.0,690.0,453.0,3.0,461.0,453.0,3.0,462.0,453.0,3.0,465.0,453.0,3.0,466.0,453.0,3.0,467.0,453.0,3.0,618.0,453.0,3.0,18.0,453.0,3.0,41.0,453.0,3.0,125.0,453.0,3.0,151.0,453.0,3.0,235.0,453.0,3.0,236.0,453.0,3.0,248.0,453.0,3.0,278.0,453.0,3.0,288.0,453.0,3.0,414.0,453.0,3.0,426.0,453.0,3.0,431.0,453.0,3.0,447.0,453.0,3.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,0,690,461.0,0.0,690.0,462.0,0.0,690.0,465.0,0.0,690.0,466.0,0.0,690.0,467.0,0.0,690.0,278.0,0.0,690.0,288.0,0.0,690.0,447.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,692.0,453.0,0.0,680.0,461.0,0.0,692.0,462.0,0.0,692.0,465.0,0.0,692.0,466.0,0.0,692.0,467.0,0.0,692.0,248.0,0.0,692.0,447.0,0.0,692.0,447.0,0.0,694.0,655.0,0.0,696.0,454.0,0.0,705.0,347.0,0.0,797.0,618.0,0.0,830.0,618.0,0.0,831.0,18.0,0.0,663.0,41.0,0.0,663.0,414.0,0.0,663.0,426.0,0.0,663.0,431.0,0.0,663.0,414.0,0.0,665.0,108.0,0.0,673.0,115.0,0.0,673.0,125.0,0.0,674.0,151.0,0.0,680.0,447.0,0.0,680.0,448.0,0.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,705.0,690.0,2.0,797.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,680.0,453.0,3.0,454.0,453.0,3.0,461.0,453.0,3.0,462.0,453.0,3.0,465.0,453.0,3.0,466.0,453.0,3.0,467.0,453.0,3.0,618.0,453.0,3.0,655.0,453.0,3.0,18.0,453.0,3.0,41.0,453.0,3.0,108.0,453.0,3.0,115.0,453.0,3.0,125.0,453.0,3.0,151.0,453.0,3.0,248.0,453.0,3.0,278.0,453.0,3.0,288.0,453.0,3.0,347.0,453.0,3.0,414.0,453.0,3.0,426.0,453.0,3.0,431.0,453.0,3.0,447.0,453.0,3.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,0,757,461.0,0.0,757.0,462.0,0.0,757.0,465.0,0.0,757.0,466.0,0.0,757.0,467.0,0.0,757.0,447.0,0.0,757.0,448.0,0.0,757.0,453.0,3.0,461.0,453.0,3.0,462.0,453.0,3.0,465.0,453.0,3.0,466.0,453.0,3.0,467.0,453.0,3.0,447.0,453.0,3.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,0,693,461.0,0.0,693.0,462.0,0.0,693.0,465.0,0.0,693.0,466.0,0.0,693.0,467.0,0.0,693.0,248.0,0.0,693.0,310.0,0.0,693.0,447.0,0.0,693.0,448.0,0.0,693.0,453.0,3.0,461.0,453.0,3.0,462.0,453.0,3.0,465.0,453.0,3.0,466.0,453.0,3.0,467.0,453.0,3.0,248.0,453.0,3.0,310.0,453.0,3.0,447.0,453.0,3.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,0,690,451.0,0.0,680.0,563.0,0.0,692.0,330.0,0.0,696.0,9.0,0.0,661.0,31.0,0.0,661.0,9.0,0.0,663.0,31.0,0.0,663.0,44.0,0.0,663.0,580.0,0.0,665.0,596.0,0.0,667.0,31.0,0.0,667.0,31.0,0.0,669.0,596.0,0.0,672.0,116.0,0.0,672.0,596.0,0.0,673.0,116.0,0.0,673.0,116.0,0.0,674.0,563.0,0.0,680.0,690.0,2.0,692.0,690.0,2.0,696.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,667.0,690.0,2.0,669.0,690.0,2.0,672.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,680.0,451.0,3.0,563.0,451.0,3.0,580.0,451.0,3.0,596.0,451.0,3.0,9.0,451.0,3.0,31.0,451.0,3.0,44.0,451.0,3.0,116.0,451.0,3.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,0,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,0,692,464.0,0.0,692.0,478.0,0.0,692.0,446.0,0.0,690.0,577.0,0.0,784.0,612.0,0.0,830.0,37.0,0.0,662.0,37.0,0.0,663.0,64.0,0.0,663.0,73.0,0.0,663.0,349.0,0.0,665.0,483.0,0.0,680.0,531.0,0.0,680.0,464.0,0.0,690.0,478.0,0.0,690.0,692.0,2.0,784.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,680.0,692.0,2.0,690.0,446.0,3.0,464.0,446.0,3.0,478.0,446.0,3.0,483.0,446.0,3.0,531.0,446.0,3.0,577.0,446.0,3.0,612.0,446.0,3.0,37.0,446.0,3.0,64.0,446.0,3.0,73.0,446.0,3.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,0,690,464.0,0.0,690.0,478.0,0.0,690.0,446.0,0.0,692.0,446.0,0.0,694.0,240.0,0.0,691.0,464.0,0.0,692.0,478.0,0.0,692.0,483.0,0.0,705.0,240.0,0.0,760.0,612.0,0.0,830.0,612.0,0.0,831.0,37.0,0.0,661.0,37.0,0.0,663.0,64.0,0.0,663.0,73.0,0.0,663.0,349.0,0.0,665.0,107.0,0.0,673.0,110.0,0.0,673.0,130.0,0.0,673.0,483.0,0.0,680.0,531.0,0.0,680.0,213.0,0.0,685.0,690.0,2.0,691.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,705.0,690.0,2.0,760.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,673.0,690.0,2.0,680.0,690.0,2.0,685.0,446.0,3.0,464.0,446.0,3.0,478.0,446.0,3.0,483.0,446.0,3.0,531.0,446.0,3.0,612.0,446.0,3.0,37.0,446.0,3.0,64.0,446.0,3.0,73.0,446.0,3.0,107.0,446.0,3.0,110.0,446.0,3.0,130.0,446.0,3.0,213.0,446.0,3.0,240.0,446.0,3.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,0,757,464.0,0.0,757.0,478.0,0.0,757.0,446.0,3.0,464.0,446.0,3.0,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,690,467.0,0.0,690.0,278.0,0.0,690.0,288.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,690.0,461.0,0.0,690.0,462.0,0.0,690.0,466.0,0.0,692.0,467.0,0.0,692.0,248.0,0.0,692.0,453.0,0.0,692.0,461.0,0.0,692.0,462.0,0.0,692.0,454.0,0.0,705.0,357.0,0.0,798.0,618.0,0.0,830.0,618.0,0.0,831.0,60.0,0.0,661.0,18.0,0.0,663.0,60.0,0.0,663.0,74.0,0.0,663.0,414.0,0.0,663.0,426.0,0.0,663.0,436.0,0.0,663.0,414.0,0.0,665.0,598.0,0.0,673.0,108.0,0.0,673.0,115.0,0.0,673.0,148.0,0.0,679.0,150.0,0.0,679.0,148.0,0.0,680.0,150.0,0.0,680.0,151.0,0.0,680.0,448.0,0.0,680.0,453.0,0.0,680.0,690.0,2.0,692.0,690.0,2.0,705.0,690.0,2.0,798.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,673.0,690.0,2.0,679.0,690.0,2.0,680.0,466.0,3.0,467.0,466.0,3.0,598.0,466.0,3.0,618.0,466.0,3.0,18.0,466.0,3.0,60.0,466.0,3.0,74.0,466.0,3.0,108.0,466.0,3.0,115.0,466.0,3.0,148.0,466.0,3.0,150.0,466.0,3.0,151.0,466.0,3.0,248.0,466.0,3.0,278.0,466.0,3.0,288.0,466.0,3.0,357.0,466.0,3.0,414.0,466.0,3.0,426.0,466.0,3.0,436.0,466.0,3.0,448.0,466.0,3.0,453.0,466.0,3.0,454.0,466.0,3.0,461.0,466.0,3.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,692,467.0,0.0,692.0,248.0,0.0,692.0,453.0,0.0,692.0,461.0,0.0,692.0,462.0,0.0,692.0,466.0,0.0,690.0,357.0,0.0,798.0,618.0,0.0,830.0,235.0,0.0,662.0,236.0,0.0,662.0,18.0,0.0,663.0,60.0,0.0,663.0,74.0,0.0,663.0,414.0,0.0,663.0,426.0,0.0,663.0,436.0,0.0,663.0,414.0,0.0,665.0,148.0,0.0,680.0,150.0,0.0,680.0,151.0,0.0,680.0,448.0,0.0,680.0,453.0,0.0,680.0,467.0,0.0,690.0,278.0,0.0,690.0,288.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,690.0,461.0,0.0,690.0,462.0,0.0,690.0,692.0,2.0,798.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,680.0,692.0,2.0,690.0,466.0,3.0,467.0,466.0,3.0,618.0,466.0,3.0,18.0,466.0,3.0,60.0,466.0,3.0,74.0,466.0,3.0,148.0,466.0,3.0,150.0,466.0,3.0,151.0,466.0,3.0,235.0,466.0,3.0,236.0,466.0,3.0,248.0,466.0,3.0,278.0,466.0,3.0,288.0,466.0,3.0,357.0,466.0,3.0,414.0,466.0,3.0,426.0,466.0,3.0,436.0,466.0,3.0,448.0,466.0,3.0,453.0,466.0,3.0,461.0,466.0,3.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,757,467.0,0.0,757.0,448.0,0.0,757.0,453.0,0.0,757.0,461.0,0.0,757.0,462.0,0.0,757.0,466.0,3.0,467.0,466.0,3.0,448.0,466.0,3.0,453.0,466.0,3.0,461.0,466.0,3.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,693,467.0,0.0,693.0,248.0,0.0,693.0,310.0,0.0,693.0,448.0,0.0,693.0,453.0,0.0,693.0,461.0,0.0,693.0,462.0,0.0,693.0,466.0,3.0,467.0,466.0,3.0,248.0,466.0,3.0,310.0,466.0,3.0,448.0,466.0,3.0,453.0,466.0,3.0,461.0,466.0,3.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,687,467.0,0.0,687.0,448.0,0.0,687.0,453.0,0.0,687.0,461.0,0.0,687.0,462.0,0.0,687.0,466.0,3.0,467.0,466.0,3.0,448.0,466.0,3.0,453.0,466.0,3.0,461.0,466.0,3.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,0,687,447.0,0.0,687.0,448.0,0.0,687.0,453.0,0.0,687.0,461.0,0.0,687.0,465.0,0.0,687.0,466.0,0.0,687.0,467.0,3.0,447.0,467.0,3.0,448.0,467.0,3.0,453.0,467.0,3.0,461.0,467.0,3.0,465.0,467.0,3.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,0,757,447.0,0.0,757.0,448.0,0.0,757.0,453.0,0.0,757.0,461.0,0.0,757.0,465.0,0.0,757.0,466.0,0.0,757.0,467.0,3.0,447.0,467.0,3.0,448.0,467.0,3.0,453.0,467.0,3.0,461.0,467.0,3.0,465.0,467.0,3.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
